scheme,volume,repetition,transaction_id,key_gen_time,encryption_time,decryption_time,integrity_verified,throughput
ECC+ChaCha20,500,2,1,9.416000000783242,1.0023000068031251,0.19180000526830554,True,4003.308331699865
ECC+ChaCha20,500,2,2,0.04400000034365803,0.1782000035746023,0.12140000762883574,True,4003.308331699865
ECC+ChaCha20,500,2,3,0.03480000304989517,0.1497999910498038,0.11380000796634704,True,4003.308331699865
ECC+ChaCha20,500,2,4,0.029700007871724665,0.14090001059230417,0.10979999206028879,True,4003.308331699865
ECC+ChaCha20,500,2,5,0.02849999873433262,0.13949999993201345,0.10980000661220402,True,4003.308331699865
ECC+ChaCha20,500,2,6,0.028700000257231295,0.14289999671746045,0.1086000120267272,True,4003.308331699865
ECC+ChaCha20,500,2,7,0.028700000257231295,0.13839999155607074,0.10809999366756529,True,4003.308331699865
ECC+ChaCha20,500,2,8,0.0281000102404505,0.13760000001639128,0.10829999519046396,True,4003.308331699865
ECC+ChaCha20,500,2,9,0.028399997972883284,0.15859999984968454,0.11049999739043415,True,4003.308331699865
ECC+ChaCha20,500,2,10,0.03060000017285347,0.14209999062586576,0.10940000356640667,True,4003.308331699865
ECC+ChaCha20,500,2,11,0.028700000257231295,0.13719999697059393,0.10749998909886926,True,4003.308331699865
ECC+ChaCha20,500,2,12,0.02849999873433262,0.13830000534653664,0.10799999290611595,True,4003.308331699865
ECC+ChaCha20,500,2,13,0.028400012524798512,0.13890000991523266,0.10809999366756529,True,4003.308331699865
ECC+ChaCha20,500,2,14,0.02820001100189984,0.1373000122839585,0.10740000288933516,True,4003.308331699865
ECC+ChaCha20,500,2,15,0.028299997211433947,0.13679999392479658,0.10799999290611595,True,4003.308331699865
ECC+ChaCha20,500,2,16,0.02820001100189984,0.1357000001007691,0.10699999984353781,True,4003.308331699865
ECC+ChaCha20,500,2,17,0.027999994927085936,0.13679999392479658,0.10699999984353781,True,4003.308331699865
ECC+ChaCha20,500,2,18,0.0278999941656366,0.13679999392479658,0.1066999975591898,True,4003.308331699865
ECC+ChaCha20,500,2,19,0.027900008717551827,0.14149998605716974,0.10720000136643648,True,4003.308331699865
ECC+ChaCha20,500,2,20,0.027799993404187262,0.1368000084767118,0.10679999832063913,True,4003.308331699865
ECC+ChaCha20,500,2,21,0.027700007194653153,0.1362999901175499,0.10659999679774046,True,4003.308331699865
ECC+ChaCha20,500,2,22,0.028000009479001164,0.1370999962091446,0.10720000136643648,True,4003.308331699865
ECC+ChaCha20,500,2,23,0.02819999644998461,0.1466999965487048,0.10710000060498714,True,4003.308331699865
ECC+ChaCha20,500,2,24,0.0278999941656366,0.13679999392479658,0.10699999984353781,True,4003.308331699865
ECC+ChaCha20,500,2,25,0.02780000795610249,0.13509999553207308,0.10620000830385834,True,4003.308331699865
ECC+ChaCha20,500,2,26,0.027799993404187262,0.1370999962091446,0.10710000060498714,True,4003.308331699865
ECC+ChaCha20,500,2,27,0.02819999644998461,0.13699999544769526,0.1078000059351325,True,4003.308331699865
ECC+ChaCha20,500,2,28,0.028299997211433947,0.1365000061923638,0.10740000288933516,True,4003.308331699865
ECC+ChaCha20,500,2,29,0.02780000795610249,0.20809999841731042,0.1142999972216785,True,4003.308331699865
ECC+ChaCha20,500,2,30,0.03399999695830047,0.14489999739453197,0.10990000737365335,True,4003.308331699865
ECC+ChaCha20,500,2,31,0.03029999788850546,0.1449999981559813,0.109500004327856,True,4003.308331699865
ECC+ChaCha20,500,2,32,0.032500000088475645,0.13869999384041876,0.10850001126527786,True,4003.308331699865
ECC+ChaCha20,500,2,33,0.029300004825927317,0.13810000382363796,0.10879999899771065,True,4003.308331699865
ECC+ChaCha20,500,2,34,0.028800001018680632,0.1390999968862161,0.10889999975915998,True,4003.308331699865
ECC+ChaCha20,500,2,35,0.029400005587376654,0.13729999773204327,0.10750000365078449,True,4003.308331699865
ECC+ChaCha20,500,2,36,0.02890000178012997,0.13780000153928995,0.10689999908208847,True,4003.308331699865
ECC+ChaCha20,500,2,37,0.02920000406447798,0.13699999544769526,0.10710000060498714,True,4003.308331699865
ECC+ChaCha20,500,2,38,0.029999995604157448,0.14039999223314226,0.10850001126527786,True,4003.308331699865
ECC+ChaCha20,500,2,39,0.029199989512562752,0.13780000153928995,0.10810000821948051,True,4003.308331699865
ECC+ChaCha20,500,2,40,0.029300004825927317,0.1382999907946214,0.10719998681452125,True,4003.308331699865
ECC+ChaCha20,500,2,41,0.029100003303028643,0.13619998935610056,0.10789999214466661,True,4003.308331699865
ECC+ChaCha20,500,2,42,0.029100003303028643,0.13970000145491213,0.10970000585075468,True,4003.308331699865
ECC+ChaCha20,500,2,43,0.029100003303028643,0.13749999925494194,0.10750000365078449,True,4003.308331699865
